  31 09 03.55512,  -97 24 43.89896,      181.503,         Latitude,        Longitude,        H-Ell,      CorrTime,        Heading,          Pitch,           Roll,     VEast,    VNorth,       VUp
  30 55 49.16622,  -97 42 18.59760,     2789.467,   30 55 49.16622,  -97 42 18.59760,     2789.467, 1266458072.00, -127.601735009,   0.5358587779,   3.1375741819,   -40.148,   -39.416,    -0.166
  30 55 47.89227,  -97 42 20.11252,     2789.391,   30 55 47.89227,  -97 42 20.11252,     2789.391, 1266458073.00, -127.284608599,   0.6031813188,   2.6854990224,   -40.319,   -39.102,    -0.022
  30 55 46.62719,  -97 42 21.63272,     2789.410,   30 55 46.62719,  -97 42 21.63272,     2789.410, 1266458074.00, -127.106367159,   0.7876737289,   2.1092753678,   -40.418,   -38.870,     0.108
  30 55 45.36883,  -97 42 23.15525,     2789.639,   30 55 45.36883,  -97 42 23.15525,     2789.639, 1266458075.00, -126.871792508,   1.0306135636,   1.8076016295,   -40.462,   -38.664,     0.363
  30 55 44.11693,  -97 42 24.67823,     2790.144,   30 55 44.11693,  -97 42 24.67823,     2790.144, 1266458076.00, -126.842182049,   1.3061546968,   1.3909238026,   -40.431,   -38.484,     0.655
  30 55 42.87022,  -97 42 26.19867,     2790.939,   30 55 42.87022,  -97 42 26.19867,     2790.939, 1266458077.00, -126.897581338,   1.5074003928,   1.0341773611,   -40.331,   -38.340,     0.937
  30 55 41.62700,  -97 42 27.71357,     2791.964,   30 55 41.62700,  -97 42 27.71357,     2791.964, 1266458078.00, -126.827273687,   1.6917266451,   0.6215388866,   -40.148,   -38.256,     1.108
  30 55 40.38667,  -97 42 29.22126,     2793.152,   30 55 40.38667,  -97 42 29.22126,     2793.152, 1266458079.00, -126.974506652,   1.7996890824,   0.3693744314,   -39.938,   -38.183,     1.248
  30 55 39.14771,  -97 42 30.72011,     2794.439,   30 55 39.14771,  -97 42 30.72011,     2794.439, 1266458080.00, -127.113294219,   1.8428614523,  -0.0056207160,   -39.676,   -38.174,     1.315
  30 55 37.90829,  -97 42 32.20844,     2795.770,   30 55 37.90829,  -97 42 32.20844,     2795.770, 1266458081.00, -127.150880250,   1.8624279610,  -0.2014863382,   -39.389,   -38.202,     1.344
  30 55 36.66810,  -97 42 33.68614,     2797.128,   30 55 36.66810,  -97 42 33.68614,     2797.128, 1266458082.00, -127.478480329,   1.9094506072,   1.5422190380,   -39.145,   -38.172,     1.361
  30 55 35.43249,  -97 42 35.15774,     2798.472,   30 55 35.43249,  -97 42 35.15774,     2798.472, 1266458083.00, -127.635012398,   1.9422810889,   2.5915052961,   -39.039,   -37.956,     1.335
  30 55 34.20550,  -97 42 36.62703,     2799.767,   30 55 34.20550,  -97 42 36.62703,     2799.767, 1266458084.00, -127.204967466,   1.8748439564,   3.4525978368,   -39.038,   -37.633,     1.234
  30 55 32.99164,  -97 42 38.09913,     2800.952,   30 55 32.99164,  -97 42 38.09913,     2800.952, 1266458085.00, -126.896051541,   1.7863678137,   4.2949374689,   -39.178,   -37.157,     1.112
  30 55 31.79342,  -97 42 39.57698,     2801.974,   30 55 31.79342,  -97 42 39.57698,     2801.974, 1266458086.00, -126.361453270,   1.7478421315,   4.3588222631,   -39.344,   -36.674,     0.923
  30 55 30.61171,  -97 42 41.06203,     2802.902,   30 55 30.61171,  -97 42 41.06203,     2802.902, 1266458087.00, -125.835099862,   1.8258331466,   4.7978225257,   -39.561,   -36.128,     0.971
  30 55 29.44862,  -97 42 42.55586,     2803.916,   30 55 29.44862,  -97 42 42.55586,     2803.916, 1266458088.00, -125.438469829,   1.8788775793,   4.3905755841,   -39.782,   -35.568,     1.036
  30 55 28.30201,  -97 42 44.05651,     2804.973,   30 55 28.30201,  -97 42 44.05651,     2804.973, 1266458089.00, -124.729703847,   1.8866296982,   4.1524887019,   -39.938,   -35.087,     1.083
  30 55 27.17168,  -97 42 45.56313,     2806.084,   30 55 27.17168,  -97 42 45.56313,     2806.084, 1266458090.00, -124.160458819,   1.9811620048,   4.0126354337,   -40.093,   -34.571,     1.152
  30 55 26.05755,  -97 42 47.07496,     2807.263,   30 55 26.05755,  -97 42 47.07496,     2807.263, 1266458091.00, -123.744863882,   1.9040189673,   3.4651169647,   -40.208,   -34.106,     1.190
  30 55 24.95656,  -97 42 48.59013,     2808.373,   30 55 24.95656,  -97 42 48.59013,     2808.373, 1266458092.00, -123.428814633,   1.7397233196,   2.7501286617,   -40.272,   -33.768,     1.024
  30 55 23.86515,  -97 42 50.10696,     2809.372,   30 55 23.86515,  -97 42 50.10696,     2809.372, 1266458093.00, -123.229368024,   1.7298054201,   2.5671603194,   -40.301,   -33.494,     0.994
  30 55 22.78201,  -97 42 51.62439,     2810.357,   30 55 22.78201,  -97 42 51.62439,     2810.357, 1266458094.00, -123.042119687,   1.7572844760,   2.7472867910,   -40.312,   -33.246,     0.986
  30 55 21.70754,  -97 42 53.14271,     2811.319,   30 55 21.70754,  -97 42 53.14271,     2811.319, 1266458095.00, -122.781830690,   1.7450747454,   2.5588065947,   -40.341,   -32.970,     0.945
  30 55 20.64103,  -97 42 54.66146,     2812.191,   30 55 20.64103,  -97 42 54.66146,     2812.191, 1266458096.00, -122.489175308,   1.4286702622,   2.2415885115,   -40.339,   -32.764,     0.714
  30 55 19.58076,  -97 42 56.18111,     2812.723,   30 55 19.58076,  -97 42 56.18111,     2812.723, 1266458097.00, -122.387011203,   1.3546670333,   2.1784943991,   -40.384,   -32.577,     0.436
  30 55 18.52581,  -97 42 57.70222,     2813.103,   30 55 18.52581,  -97 42 57.70222,     2813.103, 1266458098.00, -122.309770763,   1.2874075178,   1.8248362000,   -40.417,   -32.441,     0.345
  30 55 17.47451,  -97 42 59.22441,     2813.418,   30 55 17.47451,  -97 42 59.22441,     2813.418, 1266458099.00, -122.260118240,   1.1939409126,   1.7542535292,   -40.444,   -32.347,     0.282
  30 55 16.42574,  -97 43 00.74750,     2813.647,   30 55 16.42574,  -97 43 00.74750,     2813.647, 1266458100.00, -122.184413327,   1.1741165729,   1.7373455447,   -40.467,   -32.277,     0.193
  30 55 15.37943,  -97 43 02.27165,     2813.838,   30 55 15.37943,  -97 43 02.27165,     2813.838, 1266458101.00, -122.139825751,   1.1139502749,   1.8288526342,   -40.505,   -32.193,     0.174
  30 55 14.33585,  -97 43 03.79749,     2813.997,   30 55 14.33585,  -97 43 03.79749,     2813.997, 1266458102.00, -122.174925146,   1.0867576979,   1.7892727097,   -40.553,   -32.112,     0.154
  30 55 13.29430,  -97 43 05.32488,     2814.152,   30 55 13.29430,  -97 43 05.32488,     2814.152, 1266458103.00, -122.148924321,   1.0312781946,   2.1656945219,   -40.599,   -32.053,     0.138
  30 55 12.25623,  -97 43 06.85519,     2814.275,   30 55 12.25623,  -97 43 06.85519,     2814.275, 1266458104.00, -122.112226374,   1.0782550042,   2.8444432443,   -40.708,   -31.893,     0.120
  30 55 11.22437,  -97 43 08.39024,     2814.389,   30 55 11.22437,  -97 43 08.39024,     2814.389, 1266458105.00, -121.870684557,   1.1251286815,   3.4037646440,   -40.849,   -31.670,     0.108
  30 55 10.20173,  -97 43 09.93180,     2814.490,   30 55 10.20173,  -97 43 09.93180,     2814.490, 1266458106.00, -121.527660454,   1.2771974099,   4.1212109359,   -41.059,   -31.312,     0.130
  30 55 09.19183,  -97 43 11.48133,     2814.674,   30 55 09.19183,  -97 43 11.48133,     2814.674, 1266458107.00, -121.049767816,   1.4801104130,   4.1039649062,   -41.262,   -30.901,     0.259
  30 55 08.19575,  -97 43 13.03805,     2815.053,   30 55 08.19575,  -97 43 13.03805,     2815.053, 1266458108.00, -120.486762298,   1.5848757458,   3.8362675652,   -41.443,   -30.463,     0.512
  30 55 07.21342,  -97 43 14.60113,     2815.673,   30 55 07.21342,  -97 43 14.60113,     2815.673, 1266458109.00, -120.190841056,   1.6440966635,   3.4513144114,   -41.593,   -30.072,     0.704
  30 55 06.24291,  -97 43 16.16883,     2816.456,   30 55 06.24291,  -97 43 16.16883,     2816.456, 1266458110.00, -120.011006793,   1.8133942329,   3.3644941167,   -41.690,   -29.732,     0.861
  30 55 05.28385,  -97 43 17.73986,     2817.399,   30 55 05.28385,  -97 43 17.73986,     2817.399, 1266458111.00, -119.816321464,   1.9553846336,   3.5511122001,   -41.777,   -29.357,     1.029
  30 55 04.33722,  -97 43 19.31403,     2818.464,   30 55 04.33722,  -97 43 19.31403,     2818.464, 1266458112.00, -119.573226931,   2.0635877133,   3.5939006883,   -41.853,   -28.977,     1.106
  30 55 03.40271,  -97 43 20.89053,     2819.608,   30 55 03.40271,  -97 43 20.89053,     2819.608, 1266458113.00, -119.134301152,   2.1457613202,   3.3351243001,   -41.912,   -28.597,     1.168
  30 55 02.48051,  -97 43 22.46916,     2820.791,   30 55 02.48051,  -97 43 22.46916,     2820.791, 1266458114.00, -118.981218289,   2.1852724898,   3.1073277399,   -41.950,   -28.249,     1.183
  30 55 01.56874,  -97 43 24.04854,     2821.992,   30 55 01.56874,  -97 43 24.04854,     2821.992, 1266458115.00, -118.752293002,   2.1596039806,   2.7937651274,   -41.963,   -27.945,     1.216
  30 55 00.66537,  -97 43 25.62786,     2823.215,   30 55 00.66537,  -97 43 25.62786,     2823.215, 1266458116.00, -118.484263345,   2.0615938201,   1.1194048331,   -41.921,   -27.773,     1.210
  30 54 59.76382,  -97 43 27.20358,     2824.391,   30 54 59.76382,  -97 43 27.20358,     2824.391, 1266458117.00, -118.518262661,   1.9739541958,  -0.6451504773,   -41.774,   -27.830,     1.118
  30 54 58.85604,  -97 43 28.77152,     2825.471,   30 54 58.85604,  -97 43 28.77152,     2825.471, 1266458118.00, -119.262471811,   1.8697217137,  -2.1937809130,   -41.498,   -28.172,     1.032
  30 54 57.93316,  -97 43 30.32698,     2826.363,   30 54 57.93316,  -97 43 30.32698,     2826.363, 1266458119.00, -120.141056753,   1.3331581977,  -2.9260553527,   -41.137,   -28.735,     0.682
  30 54 56.98965,  -97 43 31.86930,     2826.685,   30 54 56.98965,  -97 43 31.86930,     2826.685, 1266458120.00, -120.671472432,   0.2472427478,  -3.6020481481,   -40.816,   -29.429,    -0.154
  30 54 56.02268,  -97 43 33.40239,     2825.977,   30 54 56.02268,  -97 43 33.40239,     2825.977, 1266458121.00, -121.512144757,  -0.8758748518,  -2.7149547826,   -40.649,   -30.164,    -1.277
  30 54 55.03114,  -97 43 34.93176,     2824.116,   30 54 55.03114,  -97 43 34.93176,     2824.116, 1266458122.00, -122.022472536,  -1.8091085085,  -2.0217044984,   -40.619,   -30.945,    -2.434
  30 54 54.01601,  -97 43 36.46379,     2821.271,   30 54 54.01601,  -97 43 36.46379,     2821.271, 1266458123.00, -122.294581652,  -1.9882437632,  -0.3907228388,   -40.805,   -31.587,    -3.123
  30 54 52.98259,  -97 43 38.00531,     2818.178,   30 54 52.98259,  -97 43 38.00531,     2818.178, 1266458124.00, -122.514649011,  -1.5390276631,   0.4745293755,   -41.094,   -32.083,    -2.960
  30 54 51.93524,  -97 43 39.55792,     2815.445,   30 54 51.93524,  -97 43 39.55792,     2815.445, 1266458125.00, -122.484270789,  -1.1810264439,   0.8706093697,   -41.390,   -32.438,    -2.487
  30 54 50.87796,  -97 43 41.12109,     2813.081,   30 54 50.87796,  -97 43 41.12109,     2813.081, 1266458126.00, -122.474788337,  -1.3448809142,   0.5361223385,   -41.650,   -32.728,    -2.325
  30 54 49.81048,  -97 43 42.69320,     2810.740,   30 54 49.81048,  -97 43 42.69320,     2810.740, 1266458127.00, -122.380788882,  -1.3531315064,   0.0953172588,   -41.874,   -33.061,    -2.325
  30 54 48.73181,  -97 43 44.27316,     2808.455,   30 54 48.73181,  -97 43 44.27316,     2808.455, 1266458128.00, -122.590640404,  -1.2390670686,  -0.2347236199,   -42.057,   -33.421,    -2.243
  30 54 47.64082,  -97 43 45.85863,     2806.316,   30 54 47.64082,  -97 43 45.85863,     2806.316, 1266458129.00, -122.888515432,  -1.1323536793,  -0.3112421335,   -42.173,   -33.810,    -2.051
  30 54 46.53716,  -97 43 47.44788,     2804.352,   30 54 46.53716,  -97 43 47.44788,     2804.352, 1266458130.00, -123.058615142,  -0.8288522056,  -0.1161328155,   -42.260,   -34.185,    -1.847
  30 54 45.42329,  -97 43 49.04033,     2802.619,   30 54 45.42329,  -97 43 49.04033,     2802.619, 1266458131.00, -123.369840087,  -0.8139151959,   0.5583359122,   -42.358,   -34.439,    -1.675
  30 54 44.30120,  -97 43 50.63623,     2801.012,   30 54 44.30120,  -97 43 50.63623,     2801.012, 1266458132.00, -123.289104604,  -0.5624783971,   0.3766166179,   -42.435,   -34.685,    -1.477
  30 54 43.17243,  -97 43 52.23477,     2799.729,   30 54 43.17243,  -97 43 52.23477,     2799.729, 1266458133.00, -123.400768348,  -0.2290226899,   0.3536295512,   -42.486,   -34.863,    -1.083
  30 54 42.03793,  -97 43 53.83411,     2798.792,   30 54 42.03793,  -97 43 53.83411,     2798.792, 1266458134.00, -123.525558556,  -0.1064784766,   0.2613948053,   -42.489,   -35.032,    -0.828
  30 54 40.89815,  -97 43 55.43274,     2798.053,   30 54 40.89815,  -97 43 55.43274,     2798.053, 1266458135.00, -123.746416598,  -0.1549965427,   0.0665891550,   -42.441,   -35.200,    -0.737
  30 54 39.75195,  -97 43 57.02909,     2797.296,   30 54 39.75195,  -97 43 57.02909,     2797.296, 1266458136.00, -123.777734471,  -0.2574012895,  -0.3243628670,   -42.375,   -35.424,    -0.799
